Subject,URL,Título,Fecha de Publicación,Autor,Medio,Resumen,Actores Mencionados,Sentimiento hacia CONADE/Cortés,Tipo de Contenido,Relevancia,Error
https://www.lajornadamaya.mx/opinion/96791/infonavit-el-secreto-perverso,https://www.lajornadamaya.mx/opinion/96791/infonavit-el-secreto-perverso,"Infonavit, el secreto perverso",2018-07-23,Carlos Mena Baduy,La Jornada Maya,"El artículo critica al Infonavit por actuar más como una institución financiera con altas utilidades que como un organismo social. Se enfoca en los créditos en 'veces salario mínimo' que, en lugar de ayudar a los trabajadores, han generado deudas crecientes e impagables para millones de familias. El autor cuestiona la rentabilidad del Infonavit, comparándola con la de los grandes bancos, y califica la situación como una injusticia.","Carlos Mena Baduy, Infonavit",NO_APLICA,COLUMNA_OPINION,2,
https://www.lajornadamaya.mx/opinion/217067/rogerio-castro-nuevo-secretario-general-de-infonavit,https://www.lajornadamaya.mx/opinion/217067/rogerio-castro-nuevo-secretario-general-de-infonavit,Salud bucal requiere hábitos de higiene desde la infancia: Ricardo Ortiz,2023-06-28,Cecilia Abreu,La Jornada Maya,"El artículo informa sobre la importancia de la higiene bucal desde la infancia para prevenir problemas de salud. Se destaca un programa en Yucatán que busca crear hábitos de cepillado en las escuelas, proporcionando cepillos y pasta dental a los niños. El objetivo es fomentar la cultura de la prevención, ya que la mayoría de las personas acuden al dentista solo cuando sienten dolor.",ninguno,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.lajornadamaya.mx/opinion/180261/aguanta-boxito,https://www.lajornadamaya.mx/opinion/180261/aguanta-boxito,Los Yankees vencen a Minnesota con sencillo de Sánchez en la décima,2021-09-14,Ap,La Jornada Maya,"El artículo informa sobre un partido de béisbol en el que los Yankees de Nueva York vencieron a los Gemelos de Minnesota con un marcador de 6-5. La victoria se produjo después de que los Yankees remontaran una desventaja de cinco carreras, con un jonrón de Aaron Judge y un sencillo de Gary Sánchez en la décima entrada.",Ninguno,NO_APLICA,NOTA_DEPORTIVA,1,
https://www.lajornadamaya.mx/opinion/181283/por-quien-voy-a-votar,https://www.lajornadamaya.mx/opinion/181283/por-quien-voy-a-votar,"Nombran a cría de Manatí: ''Pompeyo'', en honor al fundador de Chetumal",2021-09-29,La Jornada Maya,La Jornada Maya,"Una cría de manatí encontrada en la Laguna Milagros fue nombrada 'Pompeyo' en honor al fundador de Chetumal, Othón Pompeyo Blanco. El nombre fue elegido por un niño de 7 años en un concurso. El manatí está siendo rehabilitado para su futura liberación.",Ninguno,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.lajornadamaya.mx/opinion/202834/en-yucatan-es-tiempo-de-las-pymes,https://www.lajornadamaya.mx/opinion/202834/en-yucatan-es-tiempo-de-las-pymes,ERROR,desconocida,desconocido,La Jornada Maya,"El artículo no fue encontrado en la URL proporcionada. La página muestra una lista de artículos recientes, pero no el artículo específico solicitado.",NO_APLICA,NO_APLICA,ERROR,1,
https://www.poresto.com/opinion/2025/2/14/todo-es-personal-en-yucatan-.html,https://www.poresto.com/opinion/2025/2/14/todo-es-personal-en-yucatan-.html,ERROR,desconocida,desconocido,PorEsto,La página no se pudo encontrar (Error 404).,,NO_APLICA,ERROR,1,
https://www.poresto.com/opinion/2024/7/26/todo-es-personal-en-yucatan.html,https://www.poresto.com/opinion/2024/7/26/todo-es-personal-en-yucatan.html,Todo es personal en Yucatán,2024-07-26,Redacción Por Esto!,PorEsto,"La columna detalla las interacciones y movimientos de varios actores políticos en Yucatán durante las vacaciones de verano. Se mencionan disputas personales, negociaciones para cargos en la próxima administración y realineamientos políticos, pintando un cuadro de oportunismo y luchas de poder.","Sergio Vadillo, Esteban Fuentes",NO_APLICA,COLUMNA_OPINION,6,
https://www.poresto.com/opinion/2024/4/19/todo-es-personal-en-yucatan.html,https://www.poresto.com/opinion/2024/4/19/todo-es-personal-en-yucatan.html,Todo es personal en Yucatán,2024-04-19,Redacción Por Esto!,PorEsto,"La columna analiza los movimientos políticos en Yucatán, incluyendo cambios de candidatos de último minuto, alianzas y tensiones entre figuras políticas. Se mencionan eventos específicos como la suma de un candidato del Partido Verde a las campañas de Renán Barrera y Cecilia Patrón, y un espectacular que molestó a Cecilia Patrón. También se aborda la baja asistencia de empresarios a una reunión con Claudia Sheinbaum, presuntamente por presiones de los gobiernos estatal y municipal.","Rommel Pacheco, Sergio Vadillo, Esteban Fuentes",NO_APLICA,COLUMNA_OPINION,7,
https://www.poresto.com/opinion/2024/6/7/todo-es-personal-en-yucatan.html,https://www.poresto.com/opinion/2024/6/7/todo-es-personal-en-yucatan.html,Todo es Personal en Yucatán,2024-06-07,Redacción Por Esto!,PorEsto,"La columna analiza los resultados de las elecciones en Yucatán, destacando la derrota de Renán Barrera y el PAN, y la victoria de 'Huacho' Díaz Mena y Morena. Se mencionan las pugnas internas en los partidos, el voto diferenciado en Mérida y las posibles configuraciones del próximo gobierno estatal.","Rommel Pacheco, Alejandro Meza Corrales, Rogerio Castro, Infonavit",NO_APLICA,COLUMNA_OPINION,8,
https://www.poresto.com/opinion/2024/1/26/todo-es-personal-en-yucatan.html,https://www.poresto.com/opinion/2024/1/26/todo-es-personal-en-yucatan.html,Todo es personal en Yucatán,2024-01-26,Redacción Por Esto!,PorEsto,"La columna analiza la estrategia de Acción Nacional en Yucatán, que incluye ataques a Morena y la compra de voluntades, como el caso de Mariana Cruz Pool. También se mencionan las pugnas internas en el PRI para la designación de candidaturas y el descontento de figuras como Sergio Vadillo y Jorge Carlos Ramírez Marín.","Sergio Vadillo, Rolando Zapata, Jorge Carlos Ramírez Marín, Huacho Díaz Mena, Alito Moreno, Mauricio Vila, Renán Barrera",NO_APLICA,COLUMNA_OPINION,7,
https://www.poresto.com/opinion/2023/10/27/todo-es-personal-en-yucatan.html,https://www.poresto.com/opinion/2023/10/27/todo-es-personal-en-yucatan.html,Todo es personal en Yucatán,2023-10-27,Redacción Por Esto!,PorEsto,"La columna analiza el panorama político de Yucatán, abordando conflictos sindicales en el Poder Judicial, la conformación de la alianza PAN-PRI-PRD y las luchas internas en Morena por la candidatura a la gubernatura, donde se mencionan las aspiraciones y movimientos de varios actores políticos como Rommel Pacheco y Rogerio Castro.","Rommel Pacheco, Rogerio Castro",NO_APLICA,COLUMNA_OPINION,7,
https://www.poresto.com/opinion/2025/1/10/todo-es-personal-en-yucatan.html,https://www.poresto.com/opinion/2025/1/10/todo-es-personal-en-yucatan.html,Todo es Personal en Yucatán,2025-01-10,Redacción Por Esto!,PorEsto,"La columna aborda diversas situaciones políticas en Yucatán, incluyendo la lucha de poder en los sindicatos del Poder Judicial, la destrucción de documentos por parte de una exfuncionaria y nombramientos controvertidos en la UADY. También se comenta la nueva estrategia de la alcaldesa de Mérida para manejar las críticas y la repercusión de discursos críticos en eventos oficiales.",,NO_APLICA,COLUMNA_OPINION,2,
https://www.poresto.com/opinion/2024/12/20/todo-es-personal-en-yucatan.html,https://www.poresto.com/opinion/2024/12/20/todo-es-personal-en-yucatan.html,Todo es Personal en Yucatán,2024-12-20,Redacción Por Esto!,PorEsto,"Columna de opinión que aborda diversas polémicas y rumores en el ámbito político de Yucatán. Se mencionan deudas de ex-diputados, nombramientos presuntamente ilegales en el Tribunal Electoral, y las campañas y alianzas de diferentes figuras políticas locales.",,NO_APLICA,COLUMNA_OPINION,2,
https://www.poresto.com/opinion/2024/11/1/todo-es-personal-en-yucatan.html,https://www.poresto.com/opinion/2024/11/1/todo-es-personal-en-yucatan.html,ERROR,desconocida,desconocido,PorEsto,La página no se pudo encontrar (Error 404).,NO_APLICA,NO_APLICA,ERROR,1,
https://www.poresto.com/opinion/2024/9/6/todo-es-personal-en-yucatan.html,https://www.poresto.com/opinion/2024/9/6/todo-es-personal-en-yucatan.html,Todo es Personal en Yucatán,2024-09-06,Redacción Por Esto!,PorEsto,"Columna de opinión que analiza diversos actores y eventos políticos en Yucatán, incluyendo la toma de posesión en Mérida, conflictos internos en el PRI, y movimientos en el Poder Judicial. Se critica la falta de experiencia en la nueva administración municipal y se mencionan las aspiraciones de Rommel Pacheco para dirigir la CONADE.","Rommel Pacheco, CONADE, Sergio Vadillo",NEUTRO,COLUMNA_OPINION,7,
https://grillodeyucatan.com/2025/11/22/morena-resquebrajado-exhiben-en-la-ciudad-de-mexico-la-corrupcion-de-rommel-pacheco-en-la-conade/,https://grillodeyucatan.com/2025/11/22/morena-resquebrajado-exhiben-en-la-ciudad-de-mexico-la-corrupcion-de-rommel-pacheco-en-la-conade/,ERROR,desconocida,desconocido,Grillo de Yucatán,"La página no se pudo encontrar, arrojando un error 404. No fue posible extraer información del artículo.",,NO_APLICA,ERROR,1,
https://grillodeyucatan.com/2025/08/22/el-boxeo-yucateco-cumplio-con-la-fase-estatal-rumbo-a-los-nacionales-conade-2025/,https://grillodeyucatan.com/2025/08/22/el-boxeo-yucateco-cumplio-con-la-fase-estatal-rumbo-a-los-nacionales-conade-2025/,ERROR,desconocida,desconocido,Grillo de Yucatán,La página no se pudo encontrar (Error 404).,,NO_APLICA,ERROR,1,
https://grillodeyucatan.com/2025/06/20/yucatan-sigue-hundido-en-los-nacionales-hasta-quintana-roo-nos-gana/,https://grillodeyucatan.com/2025/06/20/yucatan-sigue-hundido-en-los-nacionales-hasta-quintana-roo-nos-gana/,ERROR,desconocida,desconocido,Grillo de Yucatán,La página no se pudo encontrar (error 404).,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU0NzA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU0NzA=,"DESDE HACE VARIOS DÍAS JUAN PABLO SEGUNDO TIENE PROBLEMAS DE LA FALTA DE PRESIÓN DEL VITAL LÍQUIDO, POR LO QUE LOS TINACOS HAN QUEDADO SIN AGUA.",2026-02-01,desconocido,El Principal,"El artículo reporta la falta de agua en el fraccionamiento Juan Pablo Segundo desde hace varios días debido a la baja presión. Se critica la gestión de Francisco Torres Rivas, director de la JAPAY, por la recurrencia del problema y el mal servicio a pesar de los altos costos de facturación. Se especula que el problema se debe al cierre de bombas para ahorrar costos.",Ninguno,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjI3Njk=,https://www.elprincipal.com.mx/detalleNota.php?id=NjI3Njk=,A proceso por agredir física y sexualmente a menor,2025-07-14,desconocido,El Principal,Un individuo identificado como A.N.L.G. ha sido vinculado a proceso por el delito de abuso sexual y violación equiparada agravada en contra de una menor de edad. Los hechos ocurrieron en agosto de 2024 y el acusado permanecerá en prisión preventiva durante la investigación.,Ninguno,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjUxMjA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjUxMjA=,Con localizador electrónico por homicidio culposo en Hunucmá,2026-02-23,desconocido,El Principal,"Un hombre fue imputado y vinculado a proceso por homicidio culposo tras atropellar y causar la muerte de una mujer de la tercera edad en Hunucmá. Como medida cautelar, se le ha colocado un localizador electrónico mientras continúa la investigación.",Ninguno,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU2ODA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU2ODA=,Sentenciado a siete años de prisión por abuso sexual agravado,2026-02-14,desconocido,El Principal,"Un individuo identificado como J.A.P.A. fue sentenciado a siete años de prisión por el delito de abuso sexual agravado en perjuicio de una adolescente en Kanasín. La Fiscalía General del Estado (FGE) aportó las pruebas que llevaron al fallo condenatorio, que incluye también el pago por reparación del daño y una multa.",Ninguno,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3MjM=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3MjM=,"En política y en cualquier institución, los vacíos se llenan, Joaquín Díaz Mena.",2026-02-18,Por EL PRINCIPAL,El Principal,"El gobernador Joaquín Díaz Mena negó que su gobierno se desestabilice por las renuncias en la Secretaría de Ciencias, Humanidades, Tecnología e Innovación (SECIHTI), calificándolas de naturales. Afirmó que el gobierno opera con normalidad. Respecto a la delegación de Bienestar, dijo no saber de la contratación de empleados despedidos por la titular del IEAEY, pero que serían bienvenidos si tienen el perfil adecuado.",Rogerio Castro,NO_APLICA,NOTA_INFORMATIVA,5,
https://www.elprincipal.com.mx/detalleNota.php?id=NjQzNTQ=,https://www.elprincipal.com.mx/detalleNota.php?id=NjQzNTQ=,Vinculado a proceso por violentar a su madre,2025-11-01,desconocido,El Principal,"Un hombre, J.O.C.C., fue vinculado a proceso por el delito de violencia familiar tras agredir verbal y psicológicamente a su madre en la localidad de Yaxhachen, Oxkutzcab. La Fiscalía General del Estado (FGE) presentó los datos de prueba que llevaron a la vinculación a proceso y se le impuso la medida cautelar de prisión preventiva justificada.",Ninguno,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU1MjA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU1MjA=,"EN PUERTA NUEVO INCREMENTO A LAS TARIFAS DEL AGUA POTABLE, ASIMISMO UN INCREMENTO EN LAS MULTAS Y SERVICIOS",2026-02-04,EL PRINCIPAL,El Principal,"El artículo informa sobre un inminente aumento en las tarifas de agua potable de entre un 3% y un 4% por parte de la JAPAY en Yucatán, que se reflejará en los recibos de enero-febrero de 2026. Este incremento ha generado un descontento generalizado entre los usuarios, quienes ya se quejan de la mala calidad del servicio. Se menciona a Pancho Torres, director de la JAPAY, como responsable de la problemática.",,NO_APLICA,NOTA_INFORMATIVA,2,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU0NTg=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU0NTg=,Se asegura que Borjitas Romero ya marcó distancia política con el Gordito Marín.,2026-01-31,EL PRINCIPAL,El Principal,El artículo informa sobre el distanciamiento político entre Luis Borjas Romero y Jorge Carlos 'El Gordito' Marín. La razón principal parece ser la nueva designación de Borjas Romero como enlace territorial para las elecciones de 2027 en Mérida y la falta de apoyo de Marín en campañas anteriores. Se sugiere que la influencia de Marín ha disminuido.,Ninguno,NO_APLICA,COLUMNA_OPINION,2,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NjI=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NjI=,La promoción de la salud debe convertirse en política estructural de Estado: Jorge Marín Marrufo,2026-02-22,desconocido,El Principal,"Jorge Marín Marrufo asumió la presidencia de la Federación Mexicana de Promoción de la Salud, A.C. (2026-2028), haciendo un llamado a que la promoción de la salud se convierta en una política de estado estructural. Destacó la importancia de fortalecer el primer nivel de atención y reconocer al personal de salud. La nueva agenda estratégica busca posicionar a Yucatán como un referente en políticas públicas de salud.",,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3Njc=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3Njc=,COMUNICADO OFICIAL,2026-02-22,Gobierno del Estado,El Principal,"El Gobierno del Estado de Yucatán manifiesta su apoyo a la Presidenta de la República, Claudia Sheinbaum Pardo, y a la estrategia de seguridad nacional. Se compromete a colaborar con las autoridades federales y municipales para mantener la paz en la región, instando a la población a informarse a través de canales oficiales.",Ninguno,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NjQ=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NjQ=,Nombran a Feliciano Moo y Can como director del Indemaya,2026-02-22,desconocido,El Principal,"El gobernador Joaquín Díaz Mena anunció el nombramiento de Feliciano Moo y Can como nuevo director del INDEMAYA, en sustitución de Fabiola Loeza Novelo.",Ninguno,NO_APLICA,NOTA_INFORMATIVA,2,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NzA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NzA=,Fortalecen estados de la península agenda común ante el cambio climático,2026-02-22,Gobierno del Estado,El Principal,"Autoridades de Campeche, Quintana Roo y Yucatán se reunieron para consolidar una respuesta articulada frente a la emergencia climática. En la sesión, se presentaron avances en monitoreo forestal, gobernanza comunitaria y adaptación costera para fortalecer la coordinación interinstitucional y la toma de decisiones.",No se mencionan actores clave,NO_APLICA,NOTA_INFORMATIVA,2,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NzI=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NzI=,Jornada de voluntariado a favor de los loros con petición de noviazgo incluida,2026-02-22,desconocido,El Principal,"El artículo informa sobre una jornada de voluntariado en el Proyecto Santa María para la conservación de loros yucatecos. Durante el evento, un joven le propuso noviazgo a una de las madrinas del programa, quien aceptó.",,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NzQ=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NzQ=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,"El artículo informa sobre la muerte de Nemesio Oseguera, alias 'El Mencho', líder del Cártel Jalisco Nueva Generación (CJNG), tras un operativo en Jalisco.",Ninguno,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NzY=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3NzY=,ERROR,2026-02-23,desconocido,El Principal,"La página no muestra el contenido del artículo, solo un titular sobre la muerte de 'El Mencho'.",,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3Nzg=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3Nzg=,ERROR,desconocida,desconocido,El Principal,La página no cargó el contenido del artículo. Muestra la portada del sitio con una noticia no relacionada.,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODA=,ERROR,desconocida,desconocido,El Principal,La página no cargó el contenido del artículo. Solo se muestra el encabezado y pie de página.,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODI=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODI=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,"El artículo informa sobre la muerte de Nemesio Oseguera, alias 'El Mencho', líder del Cártel Jalisco Nueva Generación (CJNG), tras un operativo en Jalisco.",,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODQ=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODQ=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,"Nemesio Oseguera, líder del CJNG, fue abatido en un operativo en Jalisco.",,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODY=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODY=,ERROR,2026-02-23,desconocido,El Principal,"La página no muestra el contenido esperado y parece ser una nota sobre un operativo en Jalisco, no relacionada con los actores de interés.",,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODg=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3ODg=,"Yucatán, presente en el Campeonato Mundial de Aguas Abiertas en Egipto",2022-02-23,desconocido,El Principal,"Yucatán participa en el Campeonato Mundial de Aguas Abiertas en Egipto con el respaldo de la CONADE. Los atletas yucatecos buscan destacar en la competencia internacional, representando a México en esta disciplina.",CONADE,POSITIVO,NOTA_DEPORTIVA,7,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTA=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,El artículo no pudo ser cargado. La página solo muestra el titular de otra noticia.,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTI=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTI=,ERROR,2026-02-23,desconocido,El Principal,La página no cargó el contenido del artículo. Solo se muestra el encabezado y una nota de interés no relacionada.,NO_APLICA,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTQ=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTQ=,ERROR,desconocida,desconocido,El Principal,El contenido del artículo no pudo ser recuperado. La página parece estar vacía o el enlace está roto.,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTY=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTY=,ERROR,desconocida,desconocido,El Principal,No se pudo acceder al contenido del artículo.,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTg=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU3OTg=,ERROR,2026-02-23,desconocido,El Principal,La página no cargó correctamente el contenido del artículo. Solo se muestra el encabezado y una nota de interés no relacionada.,NO_APLICA,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDA=,ERROR,desconocida,desconocido,El Principal,La página no cargó o el contenido no pudo ser extraído.,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDI=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDI=,ERROR,desconocida,desconocido,El Principal,"La página no carga el contenido del artículo, redirige a la página principal o muestra un error.",NO_APLICA,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDQ=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDQ=,ERROR,2026-02-23,desconocido,El Principal,"La página no cargó el contenido del artículo, solo muestra el encabezado y un titular sobre otro tema.",,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDY=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDY=,ERROR,desconocida,desconocido,El Principal,No se pudo acceder al contenido del artículo. La página no carga el contenido o el enlace está roto.,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDg=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MDg=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,"Se informa de la muerte de Nemesio Oseguera, alias 'El Mencho', líder del Cártel Jalisco Nueva Generación (CJNG), tras un operativo en Jalisco.",,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTA=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,"Se informa sobre la muerte de Nemesio Oseguera, alias 'El Mencho', líder del Cártel Jalisco Nueva Generación (CJNG), tras un operativo en Jalisco.",NO_APLICA,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTI=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTI=,ERROR,2026-02-23,desconocido,El Principal,La página no carga correctamente o el contenido del artículo no está disponible.,NO_APLICA,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTQ=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTQ=,ERROR,desconocida,desconocido,El Principal,La página no cargó el contenido del artículo. Solo se muestra el encabezado y un enlace a otra nota no relacionada.,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTY=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTY=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,"Se informa del abatimiento de Nemesio Oseguera, alias 'El Mencho', líder del Cártel Jalisco Nueva Generación (CJNG), como resultado de un operativo de las fuerzas de seguridad en el estado de Jalisco.",,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTg=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MTg=,ERROR,desconocida,desconocido,El Principal,La página no cargó el contenido del artículo. La URL podría estar rota o el artículo haber sido eliminado.,,NO_APLICA,ERROR,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MjA=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MjA=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,"La nota informa sobre un operativo en Jalisco en el que presuntamente fue abatido Nemesio Oseguera, conocido como 'El Mencho', líder del Cártel Jalisco Nueva Generación (CJNG).",No aplica,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MjI=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MjI=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,"Se informa de la muerte de Nemesio Oseguera, alias 'El Mencho', líder del Cártel Jalisco Nueva Generación (CJNG), como resultado de un operativo de las fuerzas de seguridad en el estado de Jalisco.",,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MjQ=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MjQ=,"ABATEN A ‘EL MENCHO’: Matan a Nemesio Oseguera, líder del CJNG, tras operativo en Jalisco",2026-02-23,desconocido,El Principal,"El artículo informa sobre la muerte de Nemesio Oseguera, alias 'El Mencho', líder del Cártel Jalisco Nueva Generación (CJNG), como resultado de un operativo en Jalisco.",,NO_APLICA,NOTA_INFORMATIVA,1,
https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MjY=,https://www.elprincipal.com.mx/detalleNota.php?id=NjU4MjY=,ERROR,2026-02-23,desconocido,El Principal,"La página no carga correctamente el contenido del artículo. Solo se muestra un titular sobre la muerte de 'El Mencho', pero no hay más texto para analizar.",,NO_APLICA,ERROR,1,
